season,matchweek,home,visitor,result
2009_2010,26,Valladolid,R. Madrid,1-4
2009_2010,26,Atlético,Osasuna,1-0
2009_2010,27,Xerez,Tenerife,2-1
2009_2010,27,Deportivo,Valladolid,0-2
2009_2010,27,Athletic,Getafe,2-2
2009_2010,27,R. Madrid,Sporting,3-1
2009_2010,27,Espanyol,Sevilla,2-0
2009_2010,27,Osasuna,Racing,1-3
2009_2010,27,Málaga,Villarreal,2-0
2009_2010,27,Mallorca,Atlético,4-1
2009_2010,27,Valencia,Almería,2-0
2009_2010,27,Zaragoza,Barcelona,2-4
2009_2010,28,Sporting,Deportivo,2-1
2009_2010,28,Sevilla,Xerez,1-1
2009_2010,28,Barcelona,Osasuna,2-0
2009_2010,28,Tenerife,Villarreal,2-2
2009_2010,28,Almería,Zaragoza,1-0
2009_2010,28,Valladolid,Espanyol,0-0
2009_2010,28,Racing,Mallorca,0-0
2009_2010,28,Valencia,Málaga,1-0
2009_2010,28,Getafe,R. Madrid,2-4
2009_2010,28,Atlético,Athletic,2-0
2009_2010,29,Málaga,Tenerife,1-1
2009_2010,29,Mallorca,Barcelona,0-1
2009_2010,29,Zaragoza,Valencia,3-0
2009_2010,29,Osasuna,Almería,1-0
2009_2010,29,Deportivo,Getafe,1-3
2009_2010,29,Xerez,Valladolid,3-0
2009_2010,29,Espanyol,Sporting,0-0
2009_2010,29,Villarreal,Sevilla,3-0
2009_2010,29,R. Madrid,Atlético,3-2
2009_2010,29,Athletic,Racing,4-3
2009_2010,30,Zaragoza,Málaga,2-0
2009_2010,30,Barcelona,Athletic,4-1
2009_2010,30,Sevilla,Tenerife,3-0
2009_2010,30,Valladolid,Villarreal,0-2
2009_2010,30,Sporting,Xerez,2-2
2009_2010,30,Getafe,Espanyol,1-1
2009_2010,30,Valencia,Osasuna,3-0
2009_2010,30,Almería,Mallorca,1-1
2009_2010,30,Racing,R. Madrid,0-2
2009_2010,30,Atlético,Deportivo,3-0
2009_2010,31,Málaga,Sevilla,1-2
2009_2010,31,Tenerife,Valladolid,0-0
2009_2010,31,Villarreal,Sporting,1-0
2009_2010,31,Xerez,Getafe,0-1
2009_2010,31,R. Madrid,Barcelona,0-2
2009_2010,31,Osasuna,Zaragoza,2-0
2009_2010,31,Deportivo,Racing,1-1
2009_2010,31,Athletic,Almería,4-1
2009_2010,31,Espanyol,Atlético,3-0
2009_2010,31,Mallorca,Valencia,3-2
2009_2010,32,Sporting,Tenerife,0-2
2009_2010,32,Valladolid,Sevilla,2-1
2009_2010,32,Getafe,Villarreal,3-0
2009_2010,32,Osasuna,Málaga,2-2
2009_2010,32,Atlético,Xerez,1-2
2009_2010,32,Racing,Espanyol,3-1
2009_2010,32,Zaragoza,Mallorca,1-1
2009_2010,32,Barcelona,Deportivo,3-0
2009_2010,32,Almería,R. Madrid,1-2
2009_2010,32,Valencia,Athletic,2-0
2009_2010,33,Sevilla,Sporting,3-0
2009_2010,33,Espanyol,Barcelona,0-0
2009_2010,33,Villarreal,Atlético,2-1
2009_2010,33,Tenerife,Getafe,3-2
2009_2010,33,Málaga,Valladolid,0-0
2009_2010,33,Xerez,Racing,2-2
2009_2010,33,Deportivo,Almería,0-0
2009_2010,33,Athletic,Zaragoza,0-0
2009_2010,33,R. Madrid,Valencia,2-0
2009_2010,33,Mallorca,Osasuna,2-0
2009_2010,34,Barcelona,Xerez,3-1
2009_2010,34,Zaragoza,R. Madrid,1-2
2009_2010,34,Valencia,Deportivo,1-0
2009_2010,34,Sporting,Valladolid,0-2
2009_2010,34,Mallorca,Málaga,1-1
2009_2010,34,Racing,Villarreal,1-2
2009_2010,34,Almería,Espanyol,0-1
2009_2010,34,Atlético,Tenerife,3-1
2009_2010,34,Getafe,Sevilla,4-3
2009_2010,34,Osasuna,Athletic,0-0
2009_2010,35,Málaga,Sporting,1-1
2009_2010,35,Valladolid,Getafe,0-0
2009_2010,35,Deportivo,Zaragoza,0-1
2009_2010,35,Tenerife,Racing,2-1
2009_2010,35,Xerez,Almería,2-1
2009_2010,35,Espanyol,Valencia,0-2
2009_2010,35,Villarreal,Barcelona,1-4
2009_2010,35,Sevilla,Atlético,3-1
2009_2010,35,R. Madrid,Osasuna,3-2
2009_2010,35,Athletic,Mallorca,1-3
2009_2010,36,Getafe,Sporting,1-1
2009_2010,36,Almería,Villarreal,4-2
2009_2010,36,Barcelona,Tenerife,4-1
2009_2010,36,Valencia,Xerez,3-1
2009_2010,36,Athletic,Málaga,1-1
2009_2010,36,Zaragoza,Espanyol,1-0
2009_2010,36,Osasuna,Deportivo,3-1
2009_2010,36,Racing,Sevilla,1-5
2009_2010,36,Atlético,Valladolid,3-1
2009_2010,36,Mallorca,R. Madrid,1-4
2009_2010,37,Getafe,Málaga,2-1
2009_2010,37,Sporting,Atlético,1-1
2009_2010,37,Valladolid,Racing,2-1
2009_2010,37,Sevilla,Barcelona,2-3
2009_2010,37,R. Madrid,Athletic,5-1
2009_2010,37,Villarreal,Valencia,2-0
2009_2010,37,Xerez,Zaragoza,3-2
2009_2010,37,Espanyol,Osasuna,2-1
2009_2010,37,Deportivo,Mallorca,1-0
2009_2010,37,Tenerife,Almería,2-2
2009_2010,38,Athletic,Deportivo,2-0
2009_2010,38,Atlético,Getafe,0-3
2009_2010,38,Barcelona,Valladolid,4-0
2009_2010,38,Valencia,Tenerife,1-0
2009_2010,38,Zaragoza,Villarreal,3-3
2009_2010,38,Mallorca,Espanyol,2-0
2009_2010,38,Racing,Sporting,2-0
2009_2010,38,Málaga,R. Madrid,1-1
2009_2010,38,Osasuna,Xerez,1-1
2009_2010,38,Almería,Sevilla,2-3
2010_2011,1,Hércules,Athletic,0-1
2010_2011,1,Málaga,Valencia,1-3
2010_2011,1,Levante,Sevilla,1-4
2010_2011,1,Espanyol,Getafe,3-1
2010_2011,1,R. Sociedad,Villarreal,1-0
2010_2011,1,Osasuna,Almería,0-0
2010_2011,1,Deportivo,Zaragoza,0-0
2010_2011,1,Racing,Barcelona,0-3
2010_2011,1,Mallorca,R. Madrid,0-0
2010_2011,1,Atlético,Sporting,4-0
2010_2011,2,Valencia,Racing,1-0
2010_2011,2,Barcelona,Hércules,0-2
2010_2011,2,R. Madrid,Osasuna,1-0
2010_2011,2,Athletic,Atlético,1-2
2010_2011,2,Zaragoza,Málaga,3-5
2010_2011,2,Sporting,Mallorca,2-0
2010_2011,2,Getafe,Levante,4-1
2010_2011,2,Villarreal,Espanyol,4-0
2010_2011,2,Sevilla,Deportivo,0-0
2010_2011,2,Almería,R. Sociedad,2-2
2010_2011,3,Mallorca,Osasuna,2-0
2010_2011,3,Espanyol,Almería,1-0
2010_2011,3,Sporting,Athletic,2-2
2010_2011,3,R. Sociedad,R. Madrid,1-2
2010_2011,3,Hércules,Valencia,1-2
2010_2011,3,Racing,Zaragoza,2-0
2010_2011,3,Levante,Villarreal,1-2
2010_2011,3,Atlético,Barcelona,1-2
2010_2011,3,Málaga,Sevilla,1-2
2010_2011,3,Deportivo,Getafe,2-2
2010_2011,4,Osasuna,R. Sociedad,3-1
2010_2011,4,Athletic,Mallorca,3-0
2010_2011,4,R. Madrid,Espanyol,3-0
2010_2011,4,Barcelona,Sporting,1-0
2010_2011,4,Almería,Levante,0-1
2010_2011,4,Zaragoza,Hércules,0-0
2010_2011,4,Valencia,Atlético,1-1
2010_2011,4,Getafe,Málaga,0-2
2010_2011,4,Villarreal,Deportivo,1-0
2010_2011,4,Sevilla,Racing,1-1
2010_2011,5,Sporting,Valencia,0-2
2010_2011,5,Levante,R. Madrid,0-0
2010_2011,5,Athletic,Barcelona,1-3
2010_2011,5,Racing,Getafe,0-1
2010_2011,5,Deportivo,Almería,0-2
2010_2011,5,Mallorca,R. Sociedad,2-0
2010_2011,5,Espanyol,Osasuna,1-0
2010_2011,5,Hércules,Sevilla,2-0
2010_2011,5,Atlético,Zaragoza,1-0
2010_2011,5,Málaga,Villarreal,2-3
2010_2011,6,Zaragoza,Sporting,2-2
2010_2011,6,R. Sociedad,Espanyol,1-0
2010_2011,6,Valencia,Athletic,2-1
2010_2011,6,Sevilla,Atlético,3-1
2010_2011,6,Almería,Málaga,1-1
2010_2011,6,Osasuna,Levante,1-1
2010_2011,6,Getafe,Hércules,3-0
2010_2011,6,Villarreal,Racing,2-0
2010_2011,6,Barcelona,Mallorca,1-1
2010_2011,6,R. Madrid,Deportivo,6-1
2010_2011,7,Atlético,Getafe,2-0
2010_2011,7,Barcelona,Valencia,2-1
2010_2011,7,Málaga,R. Madrid,1-4
2010_2011,7,Mallorca,Espanyol,0-1
2010_2011,7,Deportivo,Osasuna,0-0
2010_2011,7,Levante,R. Sociedad,2-1
2010_2011,7,Racing,Almería,1-0
2010_2011,7,Athletic,Zaragoza,2-1
2010_2011,7,Sporting,Sevilla,2-0
2010_2011,7,Hércules,Villarreal,2-2
2010_2011,8,Zaragoza,Barcelona,0-2
2010_2011,8,R. Madrid,Racing,6-1
2010_2011,8,Valencia,Mallorca,1-2
2010_2011,8,Getafe,Sporting,3-0
2010_2011,8,Espanyol,Levante,2-1
2010_2011,8,Almería,Hércules,1-1
2010_2011,8,Osasuna,Málaga,3-0
2010_2011,8,Sevilla,Athletic,4-3
2010_2011,8,Villarreal,Atlético,2-0
2010_2011,8,R. Sociedad,Deportivo,3-0
2010_2011,9,Mallorca,Levante,2-1
2010_2011,9,Valencia,Zaragoza,1-1
2010_2011,9,Hércules,R. Madrid,1-3
2010_2011,9,Barcelona,Sevilla,5-0
2010_2011,9,Deportivo,Espanyol,3-0
2010_2011,9,Sporting,Villarreal,1-1
2010_2011,9,Racing,Osasuna,4-1
2010_2011,9,Málaga,R. Sociedad,1-2
2010_2011,9,Atlético,Almería,1-1
2010_2011,9,Athletic,Getafe,3-0
2010_2011,10,R. Sociedad,Racing,1-0
2010_2011,10,Espanyol,Málaga,1-0
2010_2011,10,Levante,Deportivo,1-2
2010_2011,10,Villarreal,Athletic,4-1
2010_2011,10,Zaragoza,Mallorca,3-2
2010_2011,10,Almería,Sporting,1-1
2010_2011,10,Osasuna,Hércules,3-0
2010_2011,10,Getafe,Barcelona,1-3
2010_2011,10,R. Madrid,Atlético,2-0
2010_2011,10,Sevilla,Valencia,2-0
2010_2011,11,Athletic,Almería,1-0
2010_2011,11,Atlético,Osasuna,3-0
2010_2011,11,Barcelona,Villarreal,3-1
2010_2011,11,Zaragoza,Sevilla,1-2
2010_2011,11,Hércules,R. Sociedad,2-1
2010_2011,11,Racing,Espanyol,0-0
2010_2011,11,Málaga,Levante,1-0
2010_2011,11,Mallorca,Deportivo,0-0
2010_2011,11,Sporting,R. Madrid,0-1
2010_2011,11,Valencia,Getafe,2-0
2010_2011,12,Villarreal,Valencia,1-1
2010_2011,12,Almería,Barcelona,0-8
2010_2011,12,R. Madrid,Athletic,5-1
2010_2011,12,Deportivo,Málaga,3-0
2010_2011,12,Osasuna,Sporting,1-0
2010_2011,12,Espanyol,Hércules,3-0
2010_2011,12,Levante,Racing,3-1
2010_2011,12,Sevilla,Mallorca,1-2
2010_2011,12,R. Sociedad,Atlético,2-4
2010_2011,12,Getafe,Zaragoza,1-1
2010_2011,13,Zaragoza,Villarreal,0-3
2010_2011,13,Sevilla,Getafe,1-3
2010_2011,13,Atlético,Espanyol,2-3
2010_2011,13,Racing,Deportivo,1-0
2010_2011,13,Hércules,Levante,3-1
2010_2011,13,Mallorca,Málaga,2-0
2010_2011,13,Sporting,R. Sociedad,1-3
2010_2011,13,Athletic,Osasuna,1-0
2010_2011,13,Valencia,Almería,2-1
2010_2011,13,Barcelona,R. Madrid,5-0
2010_2011,14,Levante,Atlético,2-0
2010_2011,14,Osasuna,Barcelona,0-3
2010_2011,14,R. Madrid,Valencia,2-0
2010_2011,14,Almería,Zaragoza,1-1
2010_2011,14,Málaga,Racing,4-1
2010_2011,14,Espanyol,Sporting,1-0
2010_2011,14,Getafe,Mallorca,3-0
2010_2011,14,Villarreal,Sevilla,1-0
2010_2011,14,R. Sociedad,Athletic,2-0
2010_2011,14,Deportivo,Hércules,1-0
2010_2011,15,Getafe,Villarreal,1-0
2010_2011,15,Sevilla,Almería,1-3
2010_2011,15,Atlético,Deportivo,2-0
2010_2011,15,Athletic,Espanyol,2-1
2010_2011,15,Sporting,Levante,1-1
2010_2011,15,Mallorca,Racing,0-1
2010_2011,15,Hércules,Málaga,4-1
2010_2011,15,Zaragoza,R. Madrid,1-3
2010_2011,15,Barcelona,R. Sociedad,5-0
2010_2011,15,Valencia,Osasuna,3-3
2010_2011,16,Villarreal,Mallorca,3-1
2010_2011,16,Deportivo,Sporting,1-1
2010_2011,16,Levante,Athletic,1-2
2010_2011,16,Espanyol,Barcelona,1-5
2010_2011,16,R. Sociedad,Valencia,1-2
2010_2011,16,Osasuna,Zaragoza,0-0
2010_2011,16,Almería,Getafe,2-3
2010_2011,16,Málaga,Atlético,0-3
2010_2011,16,R. Madrid,Sevilla,1-0
2010_2011,16,Racing,Hércules,0-0
2010_2011,17,Athletic,Deportivo,1-2
2010_2011,17,Sporting,Málaga,1-2
2010_2011,17,Barcelona,Levante,2-1
2010_2011,17,Sevilla,Osasuna,1-0
2010_2011,17,Valencia,Espanyol,2-1
2010_2011,17,Zaragoza,R. Sociedad,2-1
2010_2011,17,Villarreal,Almería,2-0
2010_2011,17,Atlético,Racing,0-0
2010_2011,17,Mallorca,Hércules,3-0
2010_2011,17,Getafe,R. Madrid,2-3
2010_2011,18,Málaga,Athletic,1-1
2010_2011,18,R. Sociedad,Sevilla,2-3
2010_2011,18,Deportivo,Barcelona,0-4
2010_2011,18,Osasuna,Getafe,0-0
2010_2011,18,Mallorca,Almería,4-1
2010_2011,18,Espanyol,Zaragoza,4-0
2010_2011,18,Racing,Sporting,1-1
2010_2011,18,R. Madrid,Villarreal,4-2
2010_2011,18,Levante,Valencia,0-1
2010_2011,18,Hércules,Atlético,4-1
2010_2011,19,Zaragoza,Levante,1-0
2010_2011,19,Sporting,Hércules,2-0
2010_2011,19,Villarreal,Osasuna,4-2
2010_2011,19,Getafe,R. Sociedad,0-4
2010_2011,19,Athletic,Racing,2-1
2010_2011,19,Sevilla,Espanyol,1-2
2010_2011,19,Valencia,Deportivo,2-0
2010_2011,19,Almería,R. Madrid,1-1
2010_2011,19,Barcelona,Málaga,4-1
2010_2011,19,Atlético,Mallorca,3-0
2010_2011,20,Sevilla,Levante,4-1
2010_2011,20,Barcelona,Racing,3-0
2010_2011,20,Valencia,Málaga,4-3
2010_2011,20,Getafe,Espanyol,1-3
2010_2011,20,Sporting,Atlético,1-0
2010_2011,20,Zaragoza,Deportivo,1-0
2010_2011,20,Almería,Osasuna,3-2
2010_2011,20,R. Madrid,Mallorca,1-0
2010_2011,20,Villarreal,R. Sociedad,2-1
2010_2011,20,Athletic,Hércules,3-0
2010_2011,21,Levante,Getafe,2-0
2010_2011,21,R. Sociedad,Almería,2-0
2010_2011,21,Málaga,Zaragoza,1-2
2010_2011,21,Mallorca,Sporting,0-4
2010_2011,21,Hércules,Barcelona,0-3
2010_2011,21,Deportivo,Sevilla,3-3
2010_2011,21,Atlético,Athletic,0-2
2010_2011,21,Osasuna,R. Madrid,1-0
2010_2011,21,Espanyol,Villarreal,0-1
2010_2011,21,Racing,Valencia,1-1
2010_2011,22,Athletic,Sporting,3-0
2010_2011,22,Almería,Espanyol,3-2
2010_2011,22,Zaragoza,Racing,1-1
2010_2011,22,Osasuna,Mallorca,1-1
2010_2011,22,Getafe,Deportivo,4-1
2010_2011,22,Villarreal,Levante,0-1
2010_2011,22,Barcelona,Atlético,3-0
2010_2011,22,Sevilla,Málaga,0-0
2010_2011,22,R. Madrid,R. Sociedad,4-1
2010_2011,22,Valencia,Hércules,2-0
2010_2011,23,Atlético,Valencia,1-2
2010_2011,23,Sporting,Barcelona,1-1
2010_2011,23,Racing,Sevilla,3-2
2010_2011,23,Levante,Almería,1-0
2010_2011,23,R. Sociedad,Osasuna,1-0
2010_2011,23,Hércules,Zaragoza,2-1
2010_2011,23,Málaga,Getafe,2-2
2010_2011,23,Deportivo,Villarreal,1-0
2010_2011,23,Espanyol,R. Madrid,0-1
2010_2011,23,Mallorca,Athletic,1-0
2010_2011,24,Valencia,Sporting,0-0
2010_2011,24,R. Madrid,Levante,2-0
2010_2011,24,Zaragoza,Atlético,0-1
2010_2011,24,Villarreal,Málaga,1-1
2010_2011,24,Getafe,Racing,0-1
2010_2011,24,Almería,Deportivo,1-1
2010_2011,24,Osasuna,Espanyol,4-0
2010_2011,24,Sevilla,Hércules,1-0
2010_2011,24,Barcelona,Athletic,2-1
2010_2011,24,R. Sociedad,Mallorca,1-0
2010_2011,25,Atlético,Sevilla,2-2
2010_2011,25,Espanyol,R. Sociedad,4-1
2010_2011,25,Sporting,Zaragoza,0-0
2010_2011,25,Mallorca,Barcelona,0-3
2010_2011,25,Deportivo,R. Madrid,0-0
2010_2011,25,Levante,Osasuna,2-1
2010_2011,25,Hércules,Getafe,0-0
2010_2011,25,Racing,Villarreal,2-2
2010_2011,25,Athletic,Valencia,1-2
2010_2011,25,Málaga,Almería,3-1
2010_2011,26,Espanyol,Mallorca,1-2
2010_2011,26,Sevilla,Sporting,3-0
2010_2011,26,Getafe,Atlético,1-1
2010_2011,26,Zaragoza,Athletic,2-1
2010_2011,26,Villarreal,Hércules,1-0
2010_2011,26,R. Sociedad,Levante,1-1
2010_2011,26,Osasuna,Deportivo,0-0
2010_2011,26,Valencia,Barcelona,0-1
2010_2011,26,Almería,Racing,1-1
2010_2011,26,R. Madrid,Málaga,7-0
2010_2011,27,Mallorca,Valencia,1-2
2010_2011,27,Barcelona,Zaragoza,1-0
2010_2011,27,Atlético,Villarreal,3-1
2010_2011,27,Sporting,Getafe,2-0
2010_2011,27,Levante,Espanyol,1-0
2010_2011,27,Hércules,Almería,1-2
2010_2011,27,Málaga,Osasuna,0-1
2010_2011,27,Athletic,Sevilla,2-0
2010_2011,27,Racing,R. Madrid,1-3
2010_2011,27,Deportivo,R. Sociedad,2-1
2010_2011,28,Almería,Atlético,2-2
2010_2011,28,R. Madrid,Hércules,2-0
2010_2011,28,Zaragoza,Valencia,4-0
2010_2011,28,Levante,Mallorca,1-1
2010_2011,28,Osasuna,Racing,3-1
2010_2011,28,R. Sociedad,Málaga,0-2
2010_2011,28,Espanyol,Deportivo,2-0
2010_2011,28,Villarreal,Sporting,1-1
2010_2011,28,Sevilla,Barcelona,1-1
2010_2011,28,Getafe,Athletic,2-2
2010_2011,29,Mallorca,Zaragoza,1-0
2010_2011,29,Barcelona,Getafe,2-1
2010_2011,29,Sporting,Almería,1-0
2010_2011,29,Málaga,Espanyol,2-0
2010_2011,29,Racing,R. Sociedad,2-1
2010_2011,29,Deportivo,Levante,0-1
2010_2011,29,Hércules,Osasuna,0-4
2010_2011,29,Athletic,Villarreal,0-1
2010_2011,29,Valencia,Sevilla,0-1
2010_2011,29,Atlético,R. Madrid,1-2
2010_2011,30,R. Madrid,Sporting,0-1
2010_2011,30,Getafe,Valencia,2-4
2010_2011,30,Villarreal,Barcelona,0-1
2010_2011,30,Deportivo,Mallorca,2-1
2010_2011,30,R. Sociedad,Hércules,1-3
2010_2011,30,Espanyol,Racing,1-2
2010_2011,30,Levante,Málaga,3-1
2010_2011,30,Sevilla,Zaragoza,3-1
2010_2011,30,Osasuna,Atlético,2-3
2010_2011,30,Almería,Athletic,1-3
2010_2011,31,Athletic,R. Madrid,0-3
2010_2011,31,Barcelona,Almería,3-1
2010_2011,31,Mallorca,Sevilla,2-2
2010_2011,31,Sporting,Osasuna,1-0
2010_2011,31,Racing,Levante,1-1
2010_2011,31,Hércules,Espanyol,0-0
2010_2011,31,Málaga,Deportivo,0-0
2010_2011,31,Atlético,R. Sociedad,3-0
2010_2011,31,Valencia,Villarreal,5-0
2010_2011,31,Zaragoza,Getafe,2-1
2010_2011,32,Getafe,Sevilla,1-0
2010_2011,32,Málaga,Mallorca,3-0
2010_2011,32,Almería,Valencia,0-3
2010_2011,32,R. Madrid,Barcelona,1-1
2010_2011,32,Deportivo,Racing,2-0
2010_2011,32,R. Sociedad,Sporting,2-1
2010_2011,32,Levante,Hércules,2-1
2010_2011,32,Osasuna,Athletic,1-2
2010_2011,32,Espanyol,Atlético,2-2
2010_2011,32,Villarreal,Zaragoza,1-0
2010_2011,33,Valencia,R. Madrid,3-6
2010_2011,33,Barcelona,Osasuna,2-0
2010_2011,33,Athletic,R. Sociedad,2-1
2010_2011,33,Mallorca,Getafe,2-0
2010_2011,33,Racing,Málaga,1-2
2010_2011,33,Sporting,Espanyol,1-0
2010_2011,33,Hércules,Deportivo,1-0
2010_2011,33,Atlético,Levante,4-1
2010_2011,33,Sevilla,Villarreal,3-2
2010_2011,33,Zaragoza,Almería,1-0
2010_2011,34,Levante,Sporting,0-0
2010_2011,34,Racing,Mallorca,2-0
2010_2011,34,Málaga,Hércules,3-1
2010_2011,34,Almería,Sevilla,0-1
2010_2011,34,Villarreal,Getafe,2-1
2010_2011,34,Osasuna,Valencia,1-0
2010_2011,34,Espanyol,Athletic,2-1
2010_2011,34,R. Madrid,Zaragoza,2-3
2010_2011,34,R. Sociedad,Barcelona,2-1
2010_2011,34,Deportivo,Atlético,0-1
2010_2011,35,Valencia,R. Sociedad,3-0
2010_2011,35,Sporting,Deportivo,2-2
2010_2011,35,Athletic,Levante,3-2
2010_2011,35,Hércules,Racing,2-3
2010_2011,35,Getafe,Almería,2-0
2010_2011,35,Atlético,Málaga,0-3
2010_2011,35,Sevilla,R. Madrid,2-6
2010_2011,35,Mallorca,Villarreal,0-0
2010_2011,35,Barcelona,Espanyol,2-0
2010_2011,35,Zaragoza,Osasuna,1-3
2010_2011,36,Deportivo,Athletic,2-1
2010_2011,36,Málaga,Sporting,2-0
2010_2011,36,Racing,Atlético,2-1
2010_2011,36,R. Madrid,Getafe,4-0
2010_2011,36,R. Sociedad,Zaragoza,2-1
2010_2011,36,Almería,Villarreal,0-0
2010_2011,36,Levante,Barcelona,1-1
2010_2011,36,Hércules,Mallorca,2-2
2010_2011,36,Espanyol,Valencia,2-2
2010_2011,36,Osasuna,Sevilla,3-2
2010_2011,37,Almería,Mallorca,3-1
2010_2011,37,Villarreal,R. Madrid,1-3
2010_2011,37,Getafe,Osasuna,2-0
2010_2011,37,Sevilla,R. Sociedad,3-1
2010_2011,37,Atlético,Hércules,2-1
2010_2011,37,Valencia,Levante,0-0
2010_2011,37,Barcelona,Deportivo,0-0
2010_2011,37,Athletic,Málaga,1-1
2010_2011,37,Sporting,Racing,2-1
2010_2011,37,Zaragoza,Espanyol,1-0
2010_2011,38,Hércules,Sporting,0-0
2010_2011,38,R. Madrid,Almería,8-1
2010_2011,38,Osasuna,Villarreal,1-0
2010_2011,38,R. Sociedad,Getafe,1-1
2010_2011,38,Racing,Athletic,1-2
2010_2011,38,Levante,Zaragoza,1-2
2010_2011,38,Mallorca,Atlético,3-4
2010_2011,38,Deportivo,Valencia,0-2
2010_2011,38,Málaga,Barcelona,1-3
2010_2011,38,Espanyol,Sevilla,2-3
2011_2012,1,R. Sociedad,Atlético,0-4
2011_2012,1,Betis,Sevilla,1-1
2011_2012,1,Espanyol,Granada,3-0
2011_2012,1,Racing,Getafe,1-2
2011_2012,1,Málaga,Barcelona,1-4
2011_2012,1,Osasuna,Valencia,1-1
2011_2012,1,Rayo,Mallorca,0-1
2011_2012,1,Levante,Zaragoza,0-0
2011_2012,1,R. Madrid,Athletic,4-1
2011_2012,1,Villarreal,Sporting,3-0
2011_2012,2,Sporting,R. Sociedad,1-2
2011_2012,2,Valencia,Racing,4-3
2011_2012,2,Granada,Betis,0-1
2011_2012,2,Atlético,Osasuna,0-0
2011_2012,2,Athletic,Rayo,1-1
2011_2012,2,Getafe,Levante,1-1
2011_2012,2,Mallorca,Espanyol,1-0
2011_2012,2,Zaragoza,R. Madrid,0-6
2011_2012,2,Sevilla,Málaga,2-1
2011_2012,2,Barcelona,Villarreal,5-0
2011_2012,3,R. Sociedad,Barcelona,2-2
2011_2012,3,Villarreal,Sevilla,2-2
2011_2012,3,R. Madrid,Getafe,4-2
2011_2012,3,Valencia,Atlético,1-0
2011_2012,3,Betis,Mallorca,1-0
2011_2012,3,Racing,Levante,0-0
2011_2012,3,Rayo,Zaragoza,0-0
2011_2012,3,Osasuna,Sporting,2-1
2011_2012,3,Espanyol,Athletic,2-1
2011_2012,3,Málaga,Granada,4-0
2011_2012,4,Granada,Villarreal,1-0
2011_2012,4,Mallorca,Málaga,0-1
2011_2012,4,Sporting,Valencia,0-1
2011_2012,4,Barcelona,Osasuna,8-0
2011_2012,4,Sevilla,R. Sociedad,1-0
2011_2012,4,Getafe,Rayo,0-1
2011_2012,4,Zaragoza,Espanyol,2-1
2011_2012,4,Atlético,Racing,4-0
2011_2012,4,Levante,R. Madrid,1-0
2011_2012,4,Athletic,Betis,2-3
2011_2012,5,R. Sociedad,Granada,1-0
2011_2012,5,Osasuna,Sevilla,0-0
2011_2012,5,Villarreal,Mallorca,2-0
2011_2012,5,Atlético,Sporting,4-0
2011_2012,5,Racing,R. Madrid,0-0
2011_2012,5,Málaga,Athletic,1-0
2011_2012,5,Rayo,Levante,1-2
2011_2012,5,Valencia,Barcelona,2-2
2011_2012,5,Espanyol,Getafe,1-0
2011_2012,5,Betis,Zaragoza,4-3
2011_2012,6,Athletic,Villarreal,1-1
2011_2012,6,Sevilla,Valencia,1-0
2011_2012,6,R. Madrid,Rayo,6-2
2011_2012,6,Barcelona,Atlético,5-0
2011_2012,6,Mallorca,R. Sociedad,2-1
2011_2012,6,Levante,Espanyol,3-1
2011_2012,6,Granada,Osasuna,1-1
2011_2012,6,Sporting,Racing,0-0
2011_2012,6,Zaragoza,Málaga,0-0
2011_2012,6,Getafe,Betis,1-0
2011_2012,7,Villarreal,Zaragoza,2-2
2011_2012,7,Osasuna,Mallorca,2-2
2011_2012,7,Racing,Rayo,1-1
2011_2012,7,Valencia,Granada,1-0
2011_2012,7,Málaga,Getafe,3-2
2011_2012,7,R. Sociedad,Athletic,1-2
2011_2012,7,Betis,Levante,0-1
2011_2012,7,Atlético,Sevilla,0-0
2011_2012,7,Sporting,Barcelona,0-1
2011_2012,7,Espanyol,R. Madrid,0-4
2011_2012,8,R. Madrid,Betis,4-1
2011_2012,8,Getafe,Villarreal,0-0
2011_2012,8,Mallorca,Valencia,1-1
2011_2012,8,Barcelona,Racing,3-0
2011_2012,8,Granada,Atlético,0-0
2011_2012,8,Rayo,Espanyol,0-1
2011_2012,8,Zaragoza,R. Sociedad,2-0
2011_2012,8,Levante,Málaga,3-0
2011_2012,8,Sevilla,Sporting,2-1
2011_2012,8,Athletic,Osasuna,3-1
2011_2012,9,Sporting,Granada,2-0
2011_2012,9,Racing,Espanyol,0-1
2011_2012,9,Málaga,R. Madrid,0-4
2011_2012,9,Barcelona,Sevilla,0-0
2011_2012,9,Betis,Rayo,0-2
2011_2012,9,R. Sociedad,Getafe,0-0
2011_2012,9,Atlético,Mallorca,1-1
2011_2012,9,Osasuna,Zaragoza,3-0
2011_2012,9,Valencia,Athletic,1-1
2011_2012,9,Villarreal,Levante,0-3
2011_2012,10,Granada,Barcelona,0-1
2011_2012,10,Sevilla,Racing,2-2
2011_2012,10,Zaragoza,Valencia,0-1
2011_2012,10,Rayo,Málaga,2-0
2011_2012,10,Levante,R. Sociedad,3-2
2011_2012,10,Getafe,Osasuna,2-2
2011_2012,10,R. Madrid,Villarreal,3-0
2011_2012,10,Mallorca,Sporting,1-2
2011_2012,10,Espanyol,Betis,1-0
2011_2012,10,Athletic,Atlético,3-0
2011_2012,11,Valencia,Getafe,3-1
2011_2012,11,Villarreal,Rayo,2-0
2011_2012,11,Barcelona,Mallorca,5-0
2011_2012,11,R. Sociedad,R. Madrid,0-1
