season,matchweek,home,visitor,result
2011_2012,11,Sporting,Athletic,1-1
2011_2012,11,Osasuna,Levante,2-0
2011_2012,11,Racing,Betis,1-0
2011_2012,11,Atlético,Zaragoza,3-1
2011_2012,11,Málaga,Espanyol,2-1
2011_2012,11,Sevilla,Granada,1-2
2011_2012,12,Mallorca,Sevilla,0-0
2011_2012,12,Betis,Málaga,0-0
2011_2012,12,Levante,Valencia,0-2
2011_2012,12,R. Madrid,Osasuna,7-1
2011_2012,12,Zaragoza,Sporting,2-2
2011_2012,12,Granada,Racing,0-0
2011_2012,12,Espanyol,Villarreal,0-0
2011_2012,12,Rayo,R. Sociedad,4-0
2011_2012,12,Athletic,Barcelona,2-2
2011_2012,12,Getafe,Atlético,3-2
2011_2012,13,Granada,Mallorca,2-2
2011_2012,13,Villarreal,Betis,1-0
2011_2012,13,Barcelona,Zaragoza,4-0
2011_2012,13,Valencia,R. Madrid,2-3
2011_2012,13,R. Sociedad,Espanyol,0-0
2011_2012,13,Sporting,Getafe,2-1
2011_2012,13,Osasuna,Rayo,0-0
2011_2012,13,Sevilla,Athletic,1-2
2011_2012,13,Atlético,Levante,3-2
2011_2012,13,Racing,Málaga,1-3
2011_2012,14,Rayo,Valencia,1-2
2011_2012,14,R. Madrid,Atlético,4-1
2011_2012,14,Getafe,Barcelona,1-0
2011_2012,14,Betis,R. Sociedad,2-3
2011_2012,14,Levante,Sporting,4-0
2011_2012,14,Espanyol,Osasuna,1-2
2011_2012,14,Mallorca,Racing,2-1
2011_2012,14,Athletic,Granada,0-1
2011_2012,14,Zaragoza,Sevilla,0-1
2011_2012,14,Málaga,Villarreal,2-1
2011_2012,15,Sporting,R. Madrid,0-3
2011_2012,15,Racing,Villarreal,1-0
2011_2012,15,Barcelona,Levante,5-0
2011_2012,15,Valencia,Espanyol,2-1
2011_2012,15,Atlético,Rayo,3-1
2011_2012,15,R. Sociedad,Málaga,3-2
2011_2012,15,Osasuna,Betis,2-1
2011_2012,15,Mallorca,Athletic,1-1
2011_2012,15,Granada,Zaragoza,1-0
2011_2012,15,Sevilla,Getafe,3-0
2011_2012,16,Levante,Sevilla,1-0
2011_2012,16,Betis,Valencia,2-1
2011_2012,16,R. Madrid,Barcelona,1-3
2011_2012,16,Rayo,Sporting,1-3
2011_2012,16,Villarreal,R. Sociedad,1-1
2011_2012,16,Getafe,Granada,1-0
2011_2012,16,Zaragoza,Mallorca,0-1
2011_2012,16,Málaga,Osasuna,1-1
2011_2012,16,Athletic,Racing,1-1
2011_2012,16,Espanyol,Atlético,4-2
2011_2012,17,Mallorca,Getafe,1-2
2011_2012,17,Sporting,Espanyol,1-2
2011_2012,17,Athletic,Zaragoza,2-1
2011_2012,17,Sevilla,R. Madrid,2-6
2011_2012,17,Atlético,Betis,0-2
2011_2012,17,Granada,Levante,2-1
2011_2012,17,Osasuna,Villarreal,2-1
2011_2012,17,Racing,R. Sociedad,0-0
2011_2012,17,Valencia,Málaga,2-0
2011_2012,17,Barcelona,Rayo,4-0
2011_2012,18,Racing,Zaragoza,1-0
2011_2012,18,Levante,Mallorca,0-0
2011_2012,18,R. Sociedad,Osasuna,0-0
2011_2012,18,R. Madrid,Granada,5-1
2011_2012,18,Málaga,Atlético,0-0
2011_2012,18,Rayo,Sevilla,2-1
2011_2012,18,Getafe,Athletic,0-0
2011_2012,18,Villarreal,Valencia,2-2
2011_2012,18,Betis,Sporting,2-0
2011_2012,18,Espanyol,Barcelona,1-1
2011_2012,19,Zaragoza,Getafe,1-1
2011_2012,19,Sevilla,Espanyol,0-0
2011_2012,19,Granada,Rayo,1-2
2011_2012,19,Mallorca,R. Madrid,1-2
2011_2012,19,Valencia,R. Sociedad,0-1
2011_2012,19,Atlético,Villarreal,3-0
2011_2012,19,Osasuna,Racing,0-2
2011_2012,19,Athletic,Levante,3-0
2011_2012,19,Sporting,Málaga,2-1
2011_2012,19,Barcelona,Betis,4-2
2011_2012,20,Sporting,Villarreal,2-3
2011_2012,20,Granada,Espanyol,2-1
2011_2012,20,Getafe,Racing,1-1
2011_2012,20,Mallorca,Rayo,1-0
2011_2012,20,Valencia,Osasuna,4-0
2011_2012,20,Zaragoza,Levante,1-0
2011_2012,20,Barcelona,Málaga,4-1
2011_2012,20,Athletic,R. Madrid,0-3
2011_2012,20,Atlético,R. Sociedad,1-1
2011_2012,20,Sevilla,Betis,1-2
2011_2012,21,Espanyol,Mallorca,1-0
2011_2012,21,Rayo,Athletic,2-3
2011_2012,21,R. Madrid,Zaragoza,3-1
2011_2012,21,Villarreal,Barcelona,0-0
2011_2012,21,Betis,Granada,1-2
2011_2012,21,R. Sociedad,Sporting,5-1
2011_2012,21,Levante,Getafe,1-2
2011_2012,21,Racing,Valencia,2-2
2011_2012,21,Málaga,Sevilla,2-1
2011_2012,21,Osasuna,Atlético,0-1
2011_2012,22,Levante,Racing,1-1
2011_2012,22,Athletic,Espanyol,3-3
2011_2012,22,Mallorca,Betis,1-0
2011_2012,22,Getafe,R. Madrid,0-1
2011_2012,22,Barcelona,R. Sociedad,2-1
2011_2012,22,Sporting,Osasuna,1-1
2011_2012,22,Sevilla,Villarreal,1-2
2011_2012,22,Zaragoza,Rayo,1-2
2011_2012,22,Atlético,Valencia,0-0
2011_2012,22,Granada,Málaga,2-1
2011_2012,23,Racing,Atlético,0-0
2011_2012,23,Osasuna,Barcelona,3-2
2011_2012,23,Betis,Athletic,2-1
2011_2012,23,Espanyol,Zaragoza,0-2
2011_2012,23,Rayo,Getafe,2-0
2011_2012,23,Málaga,Mallorca,3-1
2011_2012,23,Valencia,Sporting,4-0
2011_2012,23,Villarreal,Granada,3-1
2011_2012,23,R. Madrid,Levante,4-2
2011_2012,23,R. Sociedad,Sevilla,2-0
2011_2012,24,Getafe,Espanyol,1-1
2011_2012,24,R. Madrid,Racing,4-0
2011_2012,24,Sevilla,Osasuna,2-0
2011_2012,24,Granada,R. Sociedad,4-1
2011_2012,24,Athletic,Málaga,3-0
2011_2012,24,Sporting,Atlético,1-1
2011_2012,24,Mallorca,Villarreal,4-0
2011_2012,24,Levante,Rayo,3-5
2011_2012,24,Barcelona,Valencia,5-1
2011_2012,24,Zaragoza,Betis,0-2
2011_2012,25,Betis,Getafe,1-1
2011_2012,25,Racing,Sporting,1-1
2011_2012,25,Málaga,Zaragoza,5-1
2011_2012,25,Espanyol,Levante,1-2
2011_2012,25,Villarreal,Athletic,2-2
2011_2012,25,Rayo,R. Madrid,0-1
2011_2012,25,Osasuna,Granada,2-1
2011_2012,25,Valencia,Sevilla,1-2
2011_2012,25,R. Sociedad,Mallorca,1-0
2011_2012,25,Atlético,Barcelona,1-2
2011_2012,26,Getafe,Málaga,1-3
2011_2012,26,Mallorca,Osasuna,1-1
2011_2012,26,Rayo,Racing,4-2
2011_2012,26,Barcelona,Sporting,3-1
2011_2012,26,Sevilla,Atlético,1-1
2011_2012,26,Zaragoza,Villarreal,2-1
2011_2012,26,Athletic,R. Sociedad,2-0
2011_2012,26,Granada,Valencia,0-1
2011_2012,26,R. Madrid,Espanyol,5-0
2011_2012,26,Levante,Betis,3-1
2011_2012,27,Málaga,Levante,1-0
2011_2012,27,R. Sociedad,Zaragoza,3-0
2011_2012,27,Sporting,Sevilla,1-0
2011_2012,27,Betis,R. Madrid,2-3
2011_2012,27,Atlético,Granada,2-0
2011_2012,27,Espanyol,Rayo,5-1
2011_2012,27,Valencia,Mallorca,2-2
2011_2012,27,Racing,Barcelona,0-2
2011_2012,27,Osasuna,Athletic,2-1
2011_2012,27,Villarreal,Getafe,1-2
2011_2012,28,Zaragoza,Osasuna,1-1
2011_2012,28,Getafe,R. Sociedad,1-0
2011_2012,28,Granada,Sporting,2-1
2011_2012,28,Sevilla,Barcelona,0-2
2011_2012,28,Rayo,Betis,3-0
2011_2012,28,Levante,Villarreal,1-0
2011_2012,28,Mallorca,Atlético,2-1
2011_2012,28,Athletic,Valencia,0-3
2011_2012,28,R. Madrid,Málaga,1-1
2011_2012,28,Espanyol,Racing,3-1
2011_2012,29,Osasuna,Getafe,0-0
2011_2012,29,Barcelona,Granada,5-3
2011_2012,29,Atlético,Athletic,2-1
2011_2012,29,Sporting,Mallorca,2-3
2011_2012,29,Valencia,Zaragoza,1-2
2011_2012,29,R. Sociedad,Levante,1-3
2011_2012,29,Villarreal,R. Madrid,1-1
2011_2012,29,Racing,Sevilla,0-3
2011_2012,29,Betis,Espanyol,1-1
2011_2012,29,Málaga,Rayo,4-2
2011_2012,30,Mallorca,Barcelona,0-2
2011_2012,30,R. Madrid,R. Sociedad,5-1
2011_2012,30,Getafe,Valencia,3-1
2011_2012,30,Zaragoza,Atlético,1-0
2011_2012,30,Levante,Osasuna,0-2
2011_2012,30,Espanyol,Málaga,1-2
2011_2012,30,Athletic,Sporting,1-1
2011_2012,30,Betis,Racing,1-1
2011_2012,30,Rayo,Villarreal,0-2
2011_2012,30,Granada,Sevilla,0-3
2011_2012,31,Atlético,Getafe,3-0
2011_2012,31,Villarreal,Espanyol,0-0
2011_2012,31,R. Sociedad,Rayo,4-0
2011_2012,31,Valencia,Levante,1-1
2011_2012,31,Sevilla,Mallorca,3-1
2011_2012,31,Málaga,Betis,0-2
2011_2012,31,Osasuna,R. Madrid,1-5
2011_2012,31,Sporting,Zaragoza,1-2
2011_2012,31,Barcelona,Athletic,2-0
2011_2012,31,Racing,Granada,0-1
2011_2012,32,Espanyol,R. Sociedad,2-2
2011_2012,32,Rayo,Osasuna,6-0
2011_2012,32,Zaragoza,Barcelona,1-4
2011_2012,32,Getafe,Sporting,2-0
2011_2012,32,Betis,Villarreal,3-1
2011_2012,32,R. Madrid,Valencia,0-0
2011_2012,32,Athletic,Sevilla,1-0
2011_2012,32,Mallorca,Granada,0-0
2011_2012,32,Levante,Atlético,2-0
2011_2012,32,Málaga,Racing,3-0
2011_2012,33,Barcelona,Getafe,4-0
2011_2012,33,R. Sociedad,Betis,1-1
2011_2012,33,Osasuna,Espanyol,2-0
2011_2012,33,Granada,Athletic,2-2
2011_2012,33,Sporting,Levante,3-2
2011_2012,33,Valencia,Rayo,4-1
2011_2012,33,Atlético,R. Madrid,1-4
2011_2012,33,Racing,Mallorca,0-3
2011_2012,33,Sevilla,Zaragoza,3-0
2011_2012,33,Villarreal,Málaga,2-1
2011_2012,34,R. Madrid,Sporting,3-1
2011_2012,34,Levante,Barcelona,1-2
2011_2012,34,Málaga,R. Sociedad,1-1
2011_2012,34,Villarreal,Racing,1-1
2011_2012,34,Rayo,Atlético,0-1
2011_2012,34,Espanyol,Valencia,4-0
2011_2012,34,Betis,Osasuna,1-0
2011_2012,34,Zaragoza,Granada,1-0
2011_2012,34,Athletic,Mallorca,1-0
2011_2012,34,Getafe,Sevilla,5-1
2011_2012,35,Barcelona,R. Madrid,1-2
2011_2012,35,Sporting,Rayo,2-1
2011_2012,35,Sevilla,Levante,1-1
2011_2012,35,Mallorca,Zaragoza,1-0
2011_2012,35,R. Sociedad,Villarreal,1-1
2011_2012,35,Valencia,Betis,4-0
2011_2012,35,Granada,Getafe,1-0
2011_2012,35,Atlético,Espanyol,3-1
2011_2012,35,Racing,Athletic,0-1
2011_2012,35,Osasuna,Málaga,1-1
2011_2012,36,Villarreal,Osasuna,1-1
2011_2012,36,Getafe,Mallorca,1-3
2011_2012,36,Levante,Granada,3-1
2011_2012,36,Espanyol,Sporting,0-3
2011_2012,36,R. Sociedad,Racing,3-0
2011_2012,36,Málaga,Valencia,1-0
2011_2012,36,Betis,Atlético,2-2
2011_2012,36,R. Madrid,Sevilla,3-0
2011_2012,36,Zaragoza,Athletic,2-0
2011_2012,36,Rayo,Barcelona,0-7
2011_2012,37,Zaragoza,Racing,2-1
2011_2012,37,Athletic,Getafe,0-0
2011_2012,37,Mallorca,Levante,1-0
2011_2012,37,Granada,R. Madrid,1-2
2011_2012,37,Osasuna,R. Sociedad,1-0
2011_2012,37,Barcelona,Espanyol,4-0
2011_2012,37,Sporting,Betis,2-1
2011_2012,37,Atlético,Málaga,2-1
2011_2012,37,Valencia,Villarreal,1-0
2011_2012,37,Sevilla,Rayo,5-2
2011_2012,38,Betis,Barcelona,2-2
2011_2012,38,Espanyol,Sevilla,1-1
2011_2012,38,R. Madrid,Mallorca,4-1
2011_2012,38,R. Sociedad,Valencia,1-0
2011_2012,38,Villarreal,Atlético,0-1
2011_2012,38,Racing,Osasuna,2-4
2011_2012,38,Rayo,Granada,1-0
2011_2012,38,Málaga,Sporting,1-0
2011_2012,38,Getafe,Zaragoza,0-2
2011_2012,38,Levante,Athletic,3-0
2012_2013,1,Celta,Málaga,0-1
2012_2013,1,Sevilla,Getafe,2-1
2012_2013,1,Mallorca,Espanyol,2-1
2012_2013,1,Athletic,Betis,3-5
2012_2013,1,Levante,Atlético,1-1
2012_2013,1,Barcelona,R. Sociedad,5-1
2012_2013,1,R. Madrid,Valencia,1-1
2012_2013,1,Zaragoza,Valladolid,0-1
2012_2013,1,Rayo,Granada,1-0
2012_2013,1,Deportivo,Osasuna,2-0
2012_2013,2,Betis,Rayo,1-2
2012_2013,2,Espanyol,Zaragoza,1-2
2012_2013,2,Málaga,Mallorca,1-1
2012_2013,2,R. Sociedad,Celta,2-1
2012_2013,2,Osasuna,Barcelona,1-2
2012_2013,2,Granada,Sevilla,1-1
2012_2013,2,Valencia,Deportivo,3-3
2012_2013,2,Getafe,R. Madrid,2-1
2012_2013,2,Valladolid,Levante,2-0
2012_2013,2,Atlético,Athletic,4-0
2012_2013,3,Deportivo,Getafe,1-1
2012_2013,3,Zaragoza,Málaga,0-1
2012_2013,3,Mallorca,R. Sociedad,1-0
2012_2013,3,Celta,Osasuna,2-0
2012_2013,3,Athletic,Valladolid,2-0
2012_2013,3,Barcelona,Valencia,1-0
2012_2013,3,R. Madrid,Granada,3-0
2012_2013,3,Rayo,Sevilla,0-0
2012_2013,3,Levante,Espanyol,3-2
2012_2013,3,Betis,Atlético,2-4
2012_2013,4,Valencia,Celta,2-1
2012_2013,4,Getafe,Barcelona,1-4
2012_2013,4,Sevilla,R. Madrid,1-0
2012_2013,4,Málaga,Levante,3-1
2012_2013,4,Osasuna,Mallorca,1-1
2012_2013,4,Espanyol,Athletic,3-3
2012_2013,4,Atlético,Rayo,4-3
2012_2013,4,R. Sociedad,Zaragoza,2-0
2012_2013,4,Granada,Deportivo,1-1
2012_2013,4,Valladolid,Betis,0-1
2012_2013,5,Zaragoza,Osasuna,3-1
2012_2013,5,Barcelona,Granada,2-0
2012_2013,5,Celta,Getafe,2-1
2012_2013,5,Betis,Espanyol,1-0
2012_2013,5,Mallorca,Valencia,2-0
2012_2013,5,Levante,R. Sociedad,2-1
2012_2013,5,Athletic,Málaga,0-0
2012_2013,5,Atlético,Valladolid,2-1
2012_2013,5,Rayo,R. Madrid,0-2
2012_2013,5,Deportivo,Sevilla,0-2
2012_2013,6,Getafe,Mallorca,1-0
2012_2013,6,Sevilla,Barcelona,2-3
2012_2013,6,R. Sociedad,Athletic,2-0
2012_2013,6,Valencia,Zaragoza,2-0
2012_2013,6,Málaga,Betis,4-0
2012_2013,6,Granada,Celta,2-1
2012_2013,6,R. Madrid,Deportivo,5-1
2012_2013,6,Espanyol,Atlético,0-1
2012_2013,6,Valladolid,Rayo,6-1
2012_2013,6,Osasuna,Levante,4-0
2012_2013,7,Celta,Sevilla,2-0
2012_2013,7,Valladolid,Espanyol,1-1
2012_2013,7,Betis,R. Sociedad,2-0
2012_2013,7,Zaragoza,Getafe,0-1
2012_2013,7,Rayo,Deportivo,2-1
2012_2013,7,Levante,Valencia,1-0
2012_2013,7,Barcelona,R. Madrid,2-2
2012_2013,7,Mallorca,Granada,1-2
2012_2013,7,Atlético,Málaga,2-1
2012_2013,7,Athletic,Osasuna,1-0
2012_2013,8,Valencia,Athletic,3-2
2012_2013,8,R. Madrid,Celta,2-0
2012_2013,8,Deportivo,Barcelona,4-5
2012_2013,8,Málaga,Valladolid,2-1
2012_2013,8,Getafe,Levante,0-1
2012_2013,8,Osasuna,Betis,0-0
2012_2013,8,R. Sociedad,Atlético,0-1
2012_2013,8,Granada,Zaragoza,1-2
2012_2013,8,Espanyol,Rayo,3-2
2012_2013,8,Sevilla,Mallorca,3-2
2012_2013,9,Betis,Valencia,1-0
2012_2013,9,Espanyol,Málaga,0-0
2012_2013,9,Celta,Deportivo,1-1
2012_2013,9,Rayo,Barcelona,0-5
2012_2013,9,Mallorca,R. Madrid,0-5
2012_2013,9,Zaragoza,Sevilla,2-1
2012_2013,9,Levante,Granada,3-1
2012_2013,9,Atlético,Osasuna,3-1
2012_2013,9,Athletic,Getafe,1-2
2012_2013,9,Valladolid,R. Sociedad,2-2
2012_2013,10,Barcelona,Celta,3-1
2012_2013,10,Málaga,Rayo,1-2
2012_2013,10,R. Madrid,Zaragoza,4-0
2012_2013,10,Valencia,Atlético,2-0
2012_2013,10,Deportivo,Mallorca,1-0
2012_2013,10,Granada,Athletic,1-2
2012_2013,10,Osasuna,Valladolid,0-1
2012_2013,10,R. Sociedad,Espanyol,0-1
2012_2013,10,Sevilla,Levante,0-0
2012_2013,10,Getafe,Betis,2-4
2012_2013,11,Betis,Granada,1-2
2012_2013,11,Rayo,Celta,3-2
2012_2013,11,Zaragoza,Deportivo,5-3
2012_2013,11,Espanyol,Osasuna,0-3
2012_2013,11,Málaga,R. Sociedad,1-2
2012_2013,11,Mallorca,Barcelona,2-4
2012_2013,11,Levante,R. Madrid,1-2
2012_2013,11,Atlético,Getafe,2-0
2012_2013,11,Valladolid,Valencia,1-1
2012_2013,11,Athletic,Sevilla,2-1
2012_2013,12,Barcelona,Zaragoza,3-1
2012_2013,12,R. Madrid,Athletic,5-1
2012_2013,12,Valencia,Espanyol,2-1
2012_2013,12,Osasuna,Málaga,0-0
2012_2013,12,Deportivo,Levante,0-2
2012_2013,12,Sevilla,Betis,5-1
2012_2013,12,Celta,Mallorca,1-1
2012_2013,12,Getafe,Valladolid,2-1
2012_2013,12,Granada,Atlético,0-1
2012_2013,12,R. Sociedad,Rayo,4-0
2012_2013,13,R. Sociedad,Osasuna,0-0
2012_2013,13,Rayo,Mallorca,2-0
2012_2013,13,Málaga,Valencia,4-0
2012_2013,13,Valladolid,Granada,1-0
2012_2013,13,Betis,R. Madrid,1-0
2012_2013,13,Espanyol,Getafe,0-2
2012_2013,13,Athletic,Deportivo,1-1
2012_2013,13,Atlético,Sevilla,4-0
2012_2013,13,Levante,Barcelona,0-4
2012_2013,13,Zaragoza,Celta,0-1
2012_2013,14,Barcelona,Athletic,5-1
2012_2013,14,Valencia,R. Sociedad,2-5
2012_2013,14,R. Madrid,Atlético,2-0
2012_2013,14,Getafe,Málaga,1-0
2012_2013,14,Deportivo,Betis,2-3
2012_2013,14,Granada,Espanyol,0-0
2012_2013,14,Mallorca,Zaragoza,1-1
2012_2013,14,Celta,Levante,1-1
2012_2013,14,Sevilla,Valladolid,1-2
2012_2013,14,Osasuna,Rayo,1-0
2012_2013,15,Espanyol,Sevilla,2-2
2012_2013,15,R. Sociedad,Getafe,1-1
2012_2013,15,Málaga,Granada,4-0
2012_2013,15,Osasuna,Valencia,0-1
2012_2013,15,Valladolid,R. Madrid,2-3
2012_2013,15,Atlético,Deportivo,6-0
2012_2013,15,Betis,Barcelona,1-2
2012_2013,15,Athletic,Celta,1-0
2012_2013,15,Levante,Mallorca,4-0
2012_2013,15,Rayo,Zaragoza,0-2
2012_2013,16,Granada,R. Sociedad,0-0
2012_2013,16,Mallorca,Athletic,0-1
2012_2013,16,Getafe,Osasuna,1-1
2012_2013,16,Sevilla,Málaga,0-2
2012_2013,16,Barcelona,Atlético,4-1
2012_2013,16,Zaragoza,Levante,0-1
2012_2013,16,Valencia,Rayo,0-1
2012_2013,16,R. Madrid,Espanyol,2-2
2012_2013,16,Deportivo,Valladolid,0-0
2012_2013,16,Celta,Betis,0-1
2012_2013,17,Espanyol,Deportivo,2-0
2012_2013,17,R. Sociedad,Sevilla,2-1
2012_2013,17,Rayo,Levante,3-0
2012_2013,17,Atlético,Celta,1-0
2012_2013,17,Valencia,Getafe,4-2
2012_2013,17,Málaga,R. Madrid,3-2
2012_2013,17,Valladolid,Barcelona,1-3
2012_2013,17,Athletic,Zaragoza,0-2
2012_2013,17,Betis,Mallorca,1-2
2012_2013,17,Osasuna,Granada,1-2
2012_2013,18,Zaragoza,Betis,1-2
2012_2013,18,Sevilla,Osasuna,1-0
2012_2013,18,Granada,Valencia,1-2
2012_2013,18,Deportivo,Málaga,1-0
2012_2013,18,Levante,Athletic,3-1
2012_2013,18,Barcelona,Espanyol,4-0
2012_2013,18,Celta,Valladolid,3-1
2012_2013,18,Mallorca,Atlético,1-1
2012_2013,18,R. Madrid,R. Sociedad,4-3
2012_2013,18,Rayo,Getafe,3-1
2012_2013,19,Athletic,Rayo,1-2
2012_2013,19,Espanyol,Celta,1-0
2012_2013,19,Valencia,Sevilla,2-0
2012_2013,19,Osasuna,R. Madrid,0-0
2012_2013,19,Valladolid,Mallorca,3-1
2012_2013,19,R. Sociedad,Deportivo,1-1
2012_2013,19,Málaga,Barcelona,1-3
2012_2013,19,Atlético,Zaragoza,2-0
2012_2013,19,Betis,Levante,2-0
2012_2013,19,Getafe,Granada,2-2
2012_2013,20,Espanyol,Mallorca,3-2
2012_2013,20,Getafe,Sevilla,1-1
2012_2013,20,Málaga,Celta,1-1
2012_2013,20,R. Sociedad,Barcelona,3-2
2012_2013,20,Granada,Rayo,2-0
2012_2013,20,Osasuna,Deportivo,2-1
2012_2013,20,Valladolid,Zaragoza,2-0
2012_2013,20,Atlético,Levante,2-0
2012_2013,20,Valencia,R. Madrid,0-5
2012_2013,20,Betis,Athletic,1-1
2012_2013,21,Levante,Valladolid,2-1
2012_2013,21,Deportivo,Valencia,2-3
2012_2013,21,Zaragoza,Espanyol,0-0
2012_2013,21,Celta,R. Sociedad,1-1
2012_2013,21,R. Madrid,Getafe,4-0
2012_2013,21,Athletic,Atlético,3-0
2012_2013,21,Mallorca,Málaga,2-3
2012_2013,21,Barcelona,Osasuna,5-1
2012_2013,21,Rayo,Betis,3-0
2012_2013,21,Sevilla,Granada,3-0
2012_2013,22,Valladolid,Athletic,2-2
2012_2013,22,Espanyol,Levante,3-2
2012_2013,22,Osasuna,Celta,1-0
2012_2013,22,Granada,R. Madrid,1-0
2012_2013,22,Getafe,Deportivo,3-1
2012_2013,22,Sevilla,Rayo,2-1
2012_2013,22,R. Sociedad,Mallorca,3-0
2012_2013,22,Málaga,Zaragoza,1-1
2012_2013,22,Atlético,Betis,1-0
2012_2013,22,Valencia,Barcelona,1-1
2012_2013,23,Deportivo,Granada,0-3
2012_2013,23,Celta,Valencia,0-1
2012_2013,23,Mallorca,Osasuna,1-1
2012_2013,23,Levante,Málaga,1-2
2012_2013,23,R. Madrid,Sevilla,4-1
2012_2013,23,Barcelona,Getafe,6-1
2012_2013,23,Athletic,Espanyol,0-4
2012_2013,23,Rayo,Atlético,2-1
2012_2013,23,Zaragoza,R. Sociedad,1-2
2012_2013,23,Betis,Valladolid,0-0
2012_2013,24,Sevilla,Deportivo,3-1
2012_2013,24,Osasuna,Zaragoza,1-0
2012_2013,24,Granada,Barcelona,1-2
2012_2013,24,Getafe,Celta,3-1
2012_2013,24,Málaga,Athletic,1-0
2012_2013,24,Valencia,Mallorca,2-0
2012_2013,24,R. Madrid,Rayo,2-0
2012_2013,24,R. Sociedad,Levante,1-1
2012_2013,24,Valladolid,Atlético,0-3
2012_2013,24,Espanyol,Betis,1-0
2012_2013,25,Athletic,R. Sociedad,1-3
2012_2013,25,Deportivo,R. Madrid,1-2
2012_2013,25,Mallorca,Getafe,1-3
2012_2013,25,Zaragoza,Valencia,2-2
2012_2013,25,Barcelona,Sevilla,2-1
2012_2013,25,Celta,Granada,2-1
2012_2013,25,Rayo,Valladolid,1-2
2012_2013,25,Betis,Málaga,3-0
2012_2013,25,Atlético,Espanyol,1-0
2012_2013,25,Levante,Osasuna,0-2
2012_2013,26,Getafe,Zaragoza,2-0
2012_2013,26,Valencia,Levante,2-2
2012_2013,26,R. Madrid,Barcelona,2-1
2012_2013,26,Deportivo,Rayo,0-0
2012_2013,26,Osasuna,Athletic,0-1
2012_2013,26,Espanyol,Valladolid,0-0
2012_2013,26,Granada,Mallorca,1-2
2012_2013,26,R. Sociedad,Betis,3-3
2012_2013,26,Málaga,Atlético,0-0
2012_2013,26,Sevilla,Celta,4-1
2012_2013,27,Betis,Osasuna,2-1
2012_2013,27,Mallorca,Sevilla,2-1
2012_2013,27,Valladolid,Málaga,1-1
2012_2013,27,Rayo,Espanyol,2-0
2012_2013,27,Barcelona,Deportivo,2-0
2012_2013,27,Levante,Getafe,0-0
2012_2013,27,Atlético,R. Sociedad,0-1
2012_2013,27,Athletic,Valencia,1-0
2012_2013,27,Celta,R. Madrid,1-2
2012_2013,27,Zaragoza,Granada,0-0
2012_2013,28,Deportivo,Celta,3-1
2012_2013,28,R. Sociedad,Valladolid,4-1
2012_2013,28,Getafe,Athletic,1-0
2012_2013,28,R. Madrid,Mallorca,5-2
2012_2013,28,Valencia,Betis,3-0
2012_2013,28,Granada,Levante,1-1
2012_2013,28,Sevilla,Zaragoza,4-0
2012_2013,28,Barcelona,Rayo,3-1
2012_2013,28,Málaga,Espanyol,0-2
2012_2013,28,Osasuna,Atlético,0-2
2012_2013,29,Athletic,Granada,1-0
2012_2013,29,Betis,Getafe,0-0
2012_2013,29,Rayo,Málaga,1-3
2012_2013,29,Levante,Sevilla,1-0
2012_2013,29,Celta,Barcelona,2-2
2012_2013,29,Zaragoza,R. Madrid,1-1
2012_2013,29,Mallorca,Deportivo,2-3
2012_2013,29,Atlético,Valencia,1-1
2012_2013,29,Espanyol,R. Sociedad,2-2
2012_2013,29,Valladolid,Osasuna,1-3
2012_2013,30,Granada,Betis,1-5
2012_2013,30,R. Sociedad,Málaga,4-2
2012_2013,30,R. Madrid,Levante,5-1
2012_2013,30,Deportivo,Zaragoza,3-2
2012_2013,30,Barcelona,Mallorca,5-0
2012_2013,30,Osasuna,Espanyol,0-2
2012_2013,30,Valencia,Valladolid,2-1
2012_2013,30,Getafe,Atlético,0-0
2012_2013,30,Celta,Rayo,0-2
2012_2013,30,Sevilla,Athletic,2-1
2012_2013,31,Betis,Sevilla,3-3
2012_2013,31,Málaga,Osasuna,1-0
2012_2013,31,Espanyol,Valencia,3-3
2012_2013,31,Valladolid,Getafe,2-1
2012_2013,31,Levante,Deportivo,0-4
2012_2013,31,Athletic,R. Madrid,0-3
2012_2013,31,Rayo,R. Sociedad,0-2
2012_2013,31,Atlético,Granada,5-0
2012_2013,31,Zaragoza,Barcelona,0-3
2012_2013,31,Mallorca,Celta,1-0
2012_2013,32,Mallorca,Rayo,1-1
2012_2013,32,R. Madrid,Betis,3-1
2012_2013,32,Granada,Valladolid,1-1
2012_2013,32,Barcelona,Levante,1-0
2012_2013,32,Valencia,Málaga,5-1
2012_2013,32,Sevilla,Atlético,0-1
2012_2013,32,Osasuna,R. Sociedad,0-0
2012_2013,32,Getafe,Espanyol,0-2
2012_2013,32,Deportivo,Athletic,1-1
2012_2013,32,Celta,Zaragoza,2-1
2012_2013,33,Rayo,Osasuna,2-2
2012_2013,33,Zaragoza,Mallorca,3-2
2012_2013,33,Levante,Celta,0-1
2012_2013,33,Athletic,Barcelona,2-2
2012_2013,33,Atlético,R. Madrid,1-2
2012_2013,33,Valladolid,Sevilla,1-1
2012_2013,33,Espanyol,Granada,0-1
2012_2013,33,Málaga,Getafe,2-1
2012_2013,33,R. Sociedad,Valencia,4-2
2012_2013,33,Betis,Deportivo,1-1
2012_2013,34,Celta,Athletic,1-1
2012_2013,34,Granada,Málaga,1-0
2012_2013,34,Valencia,Osasuna,4-0
